time,amount,internalization,outsourcing,if the sitting date time after 2006,year,if the buyer is a bank,export,export to OECD,if the buyer is a chinese organization,classification of the buyer,if the seller is a wholly foreign-owned company,if the seller is a wholly chinese company, if the buyer is a joint venture,classification of the seller,if the seller belongs to IT industry,if the outcome is a patent,if the outcome is a know-hnw,if the outcome with no IP,knowstyle,if the project is a R&D mission, if the project is a technical consultation,it the project is an IP exchange,classification of the contract,Turnover,money,installment,paystyle,payment method
2135d,,0,1,1,2006,,0,0,1,4,1,0,0,2,0,0,1,0,3,0,0,1,3,1100000,1100000,1,1,Installment payment
730d,,0,1,0,2004,,0,0,1,4,0,0,1,1,1,1,0,0,2,0,1,0,1,1098000,1098000,1,1,Installment payment
365d,,0,1,0,2005,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1070000,1070000,1,1,Installment payment
304d,,1,0,0,2004,,1,1,0,3,0,0,1,3,1,0,1,0,3,1,0,0,2,1037323,1037323,1,1,Installment payment
1843d,,0,1,0,2003,,0,0,0,5,0,0,1,4,1,0,1,0,3,1,0,0,2,1026400,1026400,1,1,Installment payment
1485d,,0,1,0,2002,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,1000000,1000000,1,1,Installment payment
2922d,,0,1,0,2003,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,1000000,1000000,1,1,Installment payment
1826d,,0,1,0,2004,,0,0,1,4,0,0,0,2,0,0,1,0,3,0,0,1,3,1000000,1000000,1,1,Installment payment
193d,,1,0,0,2004,,1,1,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,1000000,1000000,0,2,One time payment
4139d,,0,1,0,2005,,0,0,1,4,0,0,0,2,0,0,1,0,3,0,0,1,3,1000000,1000000,1,1,Installment payment
2922d,,0,1,0,2003,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,990000,990000,1,1,Installment payment
180d,,0,1,1,2006,,0,0,0,5,0,0,1,3,1,0,1,0,3,0,1,0,1,985712,985712,1,1,Installment payment
552d,,0,1,0,2002,,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,980000,980000,1,1,Installment payment
1120d,,0,1,1,2006,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,980000,980000,1,1,Installment payment
136d,,0,1,1,2006,,0,0,0,5,0,0,1,3,1,1,0,0,2,1,0,0,2,980000,980000,1,1,Installment payment
303d,,0,1,0,2004,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,954800,954800,1,1,Installment payment
365d,,0,1,0,2001,,0,0,1,4,0,0,1,4,1,0,0,1,1,0,0,1,3,950000,950000,1,1,Installment payment
69d,,1,0,0,2003,,1,1,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,950000,950000,0,2,One time payment
409d,,1,0,1,2006,,1,1,0,3,1,0,0,2,0,0,1,0,3,1,0,0,2,950000,950000,1,1,Installment payment
181d,,1,0,0,2002,,1,0,0,3,0,0,1,3,0,0,1,0,3,1,0,0,2,939409,939409,1,1,Installment payment
89d,,0,1,1,2006,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,938500,938500,1,1,Installment payment
365d,,0,1,0,2002,,0,0,1,4,0,0,1,1,1,0,1,0,3,1,0,0,2,929600,929600,1,1,Installment payment
413d,,0,1,0,2002,,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,929500,929500,1,1,Installment payment
2922d,,0,1,0,2003,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,900000,900000,1,1,Installment payment
2922d,,0,1,0,2003,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,900000,900000,1,1,Installment payment
2921d,,0,1,0,2004,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,900000,900000,1,1,Installment payment
395d,,0,1,0,2005,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,900000,900000,1,1,Installment payment
735d,,0,1,1,2006,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,891000,891000,1,1,Installment payment
416d,,1,0,1,2006,,1,0,0,3,1,0,0,2,1,0,1,0,3,1,0,0,2,890000,890000,1,1,Installment payment
303d,,1,0,0,2005,,1,1,0,5,0,0,1,3,1,0,1,0,3,1,0,0,2,889793,889793,1,1,Installment payment
273d,,0,1,1,2006,,0,0,1,4,0,0,1,1,1,1,0,0,2,0,1,0,1,882000,882000,1,1,Installment payment
180d,,0,1,1,2006,,0,0,0,5,0,0,1,3,1,0,1,0,3,0,1,0,1,860487,860487,1,1,Installment payment
364d,,0,1,0,2002,,0,0,1,4,0,0,1,1,1,0,1,0,3,1,0,0,2,850000,850000,1,1,Installment payment
2922d,,0,1,0,2003,,0,0,1,6,0,0,1,4,1,0,1,0,3,0,0,1,3,850000,850000,1,1,Installment payment
731d,,0,1,0,2004,,0,0,1,4,0,0,0,2,0,0,0,1,1,0,0,1,3,850000,850000,1,1,Installment payment
213d,,1,0,0,2003,,1,1,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,840000,840000,0,2,One time payment
545d,,1,0,1,2006,,1,1,0,3,1,0,0,2,0,0,1,0,3,1,0,0,2,840000,840000,1,1,Installment payment
131d,,0,1,0,2003,,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,838400,838400,1,1,Installment payment
171d,,0,1,1,2006,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,820000,820000,1,1,Installment payment
364d,,0,1,0,2005,,0,0,1,4,0,0,1,3,1,0,1,0,3,1,0,0,2,809100,809100,0,2,One time payment
408d,,0,1,0,2005,,0,0,1,4,0,0,1,3,1,0,1,0,3,1,0,0,2,808000,808000,0,2,One time payment
10721d,,0,1,0,2002,,0,0,1,4,0,0,0,2,0,0,1,0,3,1,0,0,2,800000,800000,1,1,Installment payment
731d,,0,1,0,2004,,0,0,1,4,0,0,0,2,0,0,0,1,1,0,0,1,3,800000,800000,1,1,Installment payment
366d,,0,1,0,2004,,0,0,1,4,0,0,0,2,0,0,0,1,1,0,0,1,3,800000,800000,1,1,Installment payment
1095d,,0,1,0,2005,,0,0,1,4,0,0,0,2,0,0,1,0,3,1,0,0,2,800000,800000,1,1,Installment payment
759d,,1,0,1,2006,,1,1,0,3,1,0,0,2,0,0,1,0,3,1,0,0,2,800000,800000,1,1,Installment payment
60d,,0,1,0,2003,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,797000,797000,1,1,Installment payment
115d,,0,1,1,2006,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,795000,795000,1,1,Installment payment
424d,,0,1,0,2004,,0,0,1,4,0,0,1,1,1,0,1,0,3,1,0,0,2,775000,775000,1,1,Installment payment
304d,,1,0,0,2004,,1,1,0,3,0,0,1,3,1,0,1,0,3,1,0,0,2,772984,772984,1,1,Installment payment
425d,,0,1,1,2006,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,770000,770000,1,1,Installment payment
489d,,0,1,0,2002,,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,760000,760000,1,1,Installment payment
14d,,0,1,0,2002,,1,0,1,4,0,0,1,3,1,1,0,0,2,1,0,0,2,756960,756960,0,2,One time payment
1095d,,0,1,0,2005,,0,0,1,4,1,0,0,2,0,1,0,0,2,0,0,1,3,750000,750000,1,1,Installment payment
364d,,0,1,0,2005,,0,0,0,5,0,0,1,3,1,0,1,0,3,0,1,0,1,745199,745199,1,1,Installment payment
542d,,0,1,0,2004,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,743400,743400,1,1,Installment payment
364d,,1,0,0,2005,,0,0,0,5,0,1,0,5,1,0,1,0,3,0,0,1,3,738118,738118,1,3,commission payment
1110d,,0,1,0,2004,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,720000,720000,1,1,Installment payment
1859d,,1,0,0,2005,,0,0,1,4,1,0,0,2,0,0,1,0,3,1,0,0,2,705000,705000,1,1,Installment payment
318d,,0,1,0,2003,,0,0,1,4,0,0,1,4,1,0,0,1,1,1,0,0,2,700000,700000,1,1,Installment payment
2922d,,0,1,0,2003,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,700000,700000,1,1,Installment payment
2922d,,0,1,0,2003,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,700000,700000,0,2,One time payment
2921d,,0,1,0,2004,,0,0,1,4,0,0,1,4,1,0,1,0,3,1,0,0,2,700000,700000,1,1,Installment payment
366d,,1,0,0,2003,,0,0,1,4,0,0,1,3,1,0,0,1,1,1,0,0,2,697049,697049,0,2,One time payment
364d,,0,1,0,2005,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,696000,696000,1,1,Installment payment
730d,,0,1,0,2004,,0,0,0,3,0,0,1,1,1,0,1,0,3,1,0,0,2,680000,680000,1,1,Installment payment
732d,,0,1,0,2004,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,680000,680000,1,1,Installment payment
26d,,0,1,0,2003,,0,0,0,1,0,0,1,3,1,1,0,0,2,1,0,0,2,664000,664000,0,2,One time payment
16d,,0,1,0,2003,,0,0,0,1,0,0,1,3,1,0,1,0,3,1,0,0,2,662176,662176,0,2,One time payment
37d,,0,1,0,2003,,0,0,0,1,0,0,1,3,1,0,1,0,3,1,0,0,2,662168,662168,0,2,One time payment
1096d,,0,1,0,2003,,0,0,1,4,0,0,1,3,1,0,0,1,1,1,0,0,2,661600,661600,0,2,One time payment
10d,,0,1,0,2003,,0,0,0,1,0,0,1,3,1,0,1,0,3,1,0,0,2,661600,661600,0,2,One time payment
366d,,0,1,0,2003,,0,0,1,4,0,0,1,3,1,1,0,0,2,1,0,0,2,661600,661600,0,2,One time payment
366d,,0,1,0,2004,,0,0,1,4,0,0,1,3,1,1,0,0,2,1,0,0,2,661600,661600,0,2,One time payment
365d,,0,1,0,2004,,0,0,1,4,0,0,1,3,1,1,0,0,2,1,0,0,2,661600,661600,0,2,One time payment
364d,,0,1,0,2004,,0,0,1,4,0,0,1,3,1,1,0,0,2,1,0,0,2,661600,661600,0,2,One time payment
364d,,0,1,0,2004,,0,0,1,4,0,0,1,3,1,1,0,0,2,1,0,0,2,661600,661600,0,2,One time payment
364d,,0,1,0,2004,,0,0,1,4,0,0,1,3,1,1,0,0,2,1,0,0,2,661600,661600,0,2,One time payment
364d,,0,1,0,2004,,0,0,1,4,0,0,1,3,1,1,0,0,2,1,0,0,2,661600,661600,0,2,One time payment
304d,,1,0,0,2004,,1,1,0,5,0,0,1,3,1,0,1,0,3,1,0,0,2,651802,651802,1,1,Installment payment
364d,,0,1,0,2005,,0,0,1,4,0,0,1,3,1,0,1,0,3,1,0,0,2,648800,648800,0,2,One time payment
416d,,0,1,0,2005,,0,0,0,1,0,0,1,3,1,0,1,0,3,1,0,0,2,648000,648000,0,2,One time payment
303d,,1,0,0,2005,,1,1,0,5,0,0,1,3,1,0,1,0,3,1,0,0,2,638869,638869,1,1,Installment payment
45d,,0,1,0,2005,,0,0,1,4,0,0,1,3,1,0,1,0,3,1,0,0,2,607500,607500,0,2,One time payment
183d,,0,1,0,2005,,0,0,0,5,0,0,1,3,1,0,1,0,3,0,1,0,1,605621,605621,1,1,Installment payment
318d,,0,1,0,2002,,0,0,0,5,0,0,1,1,1,0,1,0,3,1,0,0,2,600000,600000,0,2,One time payment
698d,,1,0,0,2004,,0,0,1,4,1,0,0,2,0,0,1,0,3,1,0,0,2,600000,600000,1,1,Installment payment
1826d,,0,1,1,2006,,0,0,1,4,1,0,0,2,0,1,0,0,2,1,0,0,2,600000,600000,1,1,Installment payment
1826d,,0,1,1,2006,,0,0,1,4,1,0,0,2,0,1,0,0,2,1,0,0,2,600000,600000,1,1,Installment payment
182d,,0,1,0,2003,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,590000,590000,0,2,One time payment
108d,,0,1,1,2006,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,584000,584000,1,1,Installment payment
38d,,0,1,0,2002,,0,0,0,1,0,0,1,3,1,0,1,0,3,1,0,0,2,581000,581000,0,2,One time payment
1236d,,0,1,0,2003,,0,0,0,5,0,0,1,4,1,0,1,0,3,1,0,0,2,581000,581000,1,1,Installment payment
266d,,0,1,0,2002,,0,0,1,4,0,1,0,5,0,0,0,1,1,0,1,0,1,580300,580300,1,1,Installment payment
60d,,0,1,0,2002,,0,0,0,3,0,0,1,1,1,1,0,0,2,1,0,0,2,579600,579600,1,1,Installment payment
365d,,1,0,0,2001,,0,0,1,4,0,0,1,3,1,1,0,0,2,1,0,0,2,578900,578900,0,2,One time payment
365d,,1,0,0,2001,,0,0,0,1,0,0,1,3,1,1,0,0,2,1,0,0,2,578900,578900,0,2,One time payment
95d,,0,1,0,2002,,0,0,1,4,0,0,1,3,1,0,1,0,3,1,0,0,2,578900,578900,0,2,One time payment
21d,,0,1,0,2002,,0,0,0,1,0,0,1,3,1,1,0,0,2,1,0,0,2,578900,578900,0,2,One time payment
439d,,0,1,1,2006,,0,0,1,4,0,0,1,3,1,0,1,0,3,1,0,0,2,565600,565600,0,2,One time payment
415d,,0,1,1,2006,,0,0,0,1,0,0,1,3,1,0,1,0,3,1,0,0,2,563500,563500,0,2,One time payment
414d,,0,1,1,2006,,0,0,0,1,0,0,1,3,1,1,0,0,2,1,0,0,2,560000,560000,0,2,One time payment
418d,,0,1,1,2006,,0,0,0,1,0,0,1,3,1,1,0,0,2,1,0,0,2,560000,560000,0,2,One time payment
365d,,0,1,1,2006,,0,0,0,1,0,0,1,3,1,1,0,0,2,1,0,0,2,560000,560000,0,2,One time payment
2921d,,0,1,0,2004,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,550000,550000,1,1,Installment payment
578d,,0,1,1,2006,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,550000,550000,1,1,Installment payment
180d,,0,1,1,2006,,0,0,0,5,0,0,1,3,1,0,1,0,3,0,1,0,1,537804,537804,1,1,Installment payment
304d,,1,0,0,2004,,1,1,0,3,0,0,1,3,1,0,1,0,3,1,0,0,2,536989,536989,1,1,Installment payment
243d,,1,0,0,2003,,1,1,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,530000,530000,0,2,One time payment
2921d,,0,1,0,2004,,0,0,1,4,0,0,1,4,1,0,1,0,3,0,0,1,3,530000,530000,1,1,Installment payment
1096d,,0,1,0,2005,,0,0,1,4,1,0,0,2,0,0,1,0,3,1,0,0,2,520000,520000,1,1,Installment payment
115d,,0,1,1,2006,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,520000,520000,1,1,Installment payment
305d,,0,1,0,2005,,0,0,0,3,0,0,1,1,1,1,0,0,2,1,0,0,2,518324,518324,1,1,Installment payment
241d,,1,0,0,2005,,1,1,0,5,0,0,1,3,1,0,1,0,3,1,0,0,2,509192,509192,1,1,Installment payment
122d,,1,0,1,2006,,0,0,0,1,0,1,0,5,1,0,1,0,3,0,0,1,3,505656,505656,1,3,commission payment
363d,,0,1,0,2003,,0,0,1,4,0,0,0,2,0,0,1,0,3,0,0,1,3,500000,500000,1,1,Installment payment
151d,,0,1,0,2003,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,500000,500000,1,1,Installment payment
317d,,0,1,0,2003,,0,0,1,4,0,0,1,4,1,0,0,1,1,1,0,0,2,500000,500000,1,1,Installment payment
366d,,0,1,0,2004,,0,0,1,4,0,0,0,2,0,0,0,1,1,0,0,1,3,500000,500000,1,1,Installment payment
182d,,0,1,0,2002,,0,0,1,4,0,1,0,5,0,0,0,1,1,0,1,0,1,497400,497400,1,1,Installment payment
339d,,0,1,0,2003,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,495000,495000,1,1,Installment payment
364d,,0,1,0,2001,,0,0,0,1,0,1,0,5,1,0,1,0,3,1,0,0,2,483271,483271,1,3,commission payment
1843d,,0,1,0,2003,,0,0,0,5,0,0,1,4,1,0,1,0,3,1,0,0,2,481000,481000,1,1,Installment payment
311d,,0,1,0,2005,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,480000,480000,1,1,Installment payment
729d,,0,1,1,2006,,0,0,1,4,0,0,1,1,1,1,0,0,2,0,1,0,1,480000,480000,1,1,Installment payment
410d,,0,1,1,2006,,0,0,0,1,0,0,1,3,1,0,1,0,3,1,0,0,2,480000,480000,0,2,One time payment
358d,,0,1,1,2006,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,470000,470000,1,1,Installment payment
572d,,0,1,0,2004,,0,0,0,3,1,0,0,2,1,0,1,0,3,1,0,0,2,460000,460000,1,1,Installment payment
365d,,0,1,0,2005,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,460000,460000,1,1,Installment payment
731d,,0,1,0,2004,,0,0,1,4,0,0,0,2,0,0,1,0,3,1,0,0,2,450000,450000,1,1,Installment payment
730d,,1,0,0,2005,,0,0,0,5,0,0,1,3,1,1,0,0,2,0,0,1,3,440755,440755,1,3,commission payment
269d,,0,1,0,2005,,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,440000,440000,1,1,Installment payment
395d,,0,1,0,2005,,0,0,1,4,0,0,1,1,1,0,1,0,3,1,0,0,2,440000,440000,1,1,Installment payment
272d,,1,0,1,2006,,0,0,0,1,0,1,0,5,1,0,1,0,3,0,0,1,3,437965,437965,1,3,commission payment
241d,,0,1,0,2002,,0,0,0,5,0,0,1,1,1,0,1,0,3,1,0,0,2,435178,435178,1,1,Installment payment
515d,,0,1,0,2005,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,420000,420000,1,1,Installment payment
76d,,1,0,0,2005,,1,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,419371,419371,0,2,One time payment
365d,,1,0,0,2001,,0,0,0,1,0,0,1,3,1,1,0,0,2,1,0,0,2,413500,413500,1,1,Installment payment
365d,,1,0,0,2001,,0,0,0,1,0,0,1,3,1,1,0,0,2,1,0,0,2,413500,413500,0,2,One time payment
365d,,1,0,0,2001,,0,0,0,1,0,0,1,3,1,1,0,0,2,1,0,0,2,410000,410000,1,1,Installment payment
365d,,1,0,0,2001,,0,0,0,5,0,0,1,3,1,1,0,0,2,1,0,0,2,410000,410000,0,2,One time payment
486d,,0,1,0,2005,,0,0,1,4,0,0,1,1,1,0,1,0,3,1,0,0,2,408000,408000,1,1,Installment payment
180d,,0,1,1,2006,,0,0,0,5,0,0,1,3,1,0,1,0,3,0,1,0,1,403353,403353,1,1,Installment payment
408d,,0,1,0,2004,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,401800,401800,1,1,Installment payment
364d,,0,1,0,2001,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,400000,400000,1,1,Installment payment
366d,,0,1,0,2004,,0,0,1,4,0,0,0,2,0,0,0,1,1,1,0,0,2,400000,400000,1,1,Installment payment
852d,,0,1,0,2004,,0,0,1,4,0,0,1,1,1,0,1,0,3,1,0,0,2,388500,388500,1,1,Installment payment
87d,,0,1,0,2005,,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,386000,386000,1,1,Installment payment
1461d,,0,1,0,2004,,0,0,1,4,0,0,0,2,0,0,1,0,3,1,0,0,2,380000,380000,1,1,Installment payment
42d,,0,1,0,2005,,0,0,1,4,0,0,1,3,1,0,1,0,3,1,0,0,2,364500,364500,0,2,One time payment
364d,,0,1,0,2001,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,360000,360000,1,1,Installment payment
1826d,,0,1,0,2004,,0,0,1,4,0,0,0,2,0,0,1,0,3,0,0,1,3,360000,360000,1,1,Installment payment
365d,,0,1,0,2004,,0,0,1,4,0,0,1,1,1,0,1,0,3,1,0,0,2,360000,360000,1,1,Installment payment
241d,,0,1,0,2005,,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,360000,360000,1,1,Installment payment
364d,,0,1,1,2006,,0,0,1,4,0,0,1,1,1,1,0,0,2,0,1,0,1,360000,360000,1,1,Installment payment
1827d,,0,1,0,2003,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,350000,350000,1,1,Installment payment
731d,,0,1,0,2004,,0,0,1,4,0,0,0,2,0,0,0,1,1,0,0,1,3,350000,350000,1,1,Installment payment
407d,,0,1,0,2004,,0,0,1,3,0,0,1,1,1,0,1,0,3,0,1,0,1,336000,336000,1,1,Installment payment
364d,,0,1,0,2002,,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,330576,330576,1,1,Installment payment
92d,,0,1,0,2005,,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,330000,330000,1,1,Installment payment
121d,,0,1,0,2003,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,320000,320000,1,1,Installment payment
138d,,0,1,0,2003,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,320000,320000,1,1,Installment payment
152d,,0,1,0,2004,,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,320000,320000,1,1,Installment payment
17d,,1,0,0,2002,,0,0,0,1,0,0,1,3,1,1,0,0,2,1,0,0,2,318595,318595,0,2,One time payment
372d,,0,1,0,2004,,0,0,1,4,0,0,1,1,1,0,1,0,3,1,0,0,2,318000,318000,0,2,One time payment
517d,,0,1,0,2005,,0,0,1,4,0,0,1,1,1,1,0,0,2,0,1,0,1,306000,306000,1,1,Installment payment
183d,,0,1,0,2005,,0,0,0,5,0,0,1,3,1,0,1,0,3,0,1,0,1,302810,302810,1,1,Installment payment
1826d,,0,1,0,2003,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,300000,300000,1,1,Installment payment
730d,,0,1,0,2005,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,300000,300000,1,3,commission payment
1460d,,0,1,1,2006,,0,0,0,1,0,0,0,2,0,0,1,0,3,0,0,1,3,300000,300000,1,1,Installment payment
370d,,0,1,1,2006,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,300000,300000,1,1,Installment payment
62d,,0,1,1,2006,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,300000,300000,1,1,Installment payment
366d,,0,1,0,2005,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,298000,298000,1,1,Installment payment
364d,,0,1,0,2001,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,290000,290000,1,1,Installment payment
400d,,1,0,0,2002,,1,0,0,5,0,1,0,6,1,0,0,1,1,0,1,0,1,289254,289254,1,1,Installment payment
60d,,0,1,1,2006,,0,0,0,5,0,0,1,3,1,0,1,0,3,0,1,0,1,288617,288617,1,1,Installment payment
712d,,0,1,0,2005,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,288000,288000,1,1,Installment payment
2922d,,0,1,0,2003,,0,0,1,4,0,0,1,4,1,0,1,0,3,1,0,0,2,280000,280000,1,1,Installment payment
783d,,0,1,0,2004,,0,0,1,4,0,0,0,2,0,0,1,0,3,0,0,1,3,280000,280000,1,1,Installment payment
562d,,0,1,0,2004,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,280000,280000,1,1,Installment payment
2921d,,0,1,0,2004,,0,0,1,4,0,0,1,4,1,0,1,0,3,1,0,0,2,280000,280000,1,1,Installment payment
1526d,,0,1,0,2004,,0,0,1,4,1,0,0,2,0,0,1,0,3,1,0,0,2,280000,280000,1,1,Installment payment
730d,,0,1,0,2002,,0,0,1,4,0,0,1,1,1,0,1,0,3,1,0,0,2,259200,259200,1,1,Installment payment
181d,,0,1,0,2004,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,252000,252000,1,1,Installment payment
731d,,0,1,0,2004,,0,0,1,4,0,0,0,2,0,0,0,1,1,1,0,0,2,250000,250000,1,1,Installment payment
1461d,,0,1,0,2004,,0,0,1,4,0,0,0,2,0,1,0,0,2,1,0,0,2,250000,250000,1,1,Installment payment
1826d,,0,1,1,2006,,0,0,1,4,1,0,0,2,0,0,1,0,3,0,0,1,3,250000,250000,1,1,Installment payment
39d,,0,1,1,2006,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,248000,248000,1,1,Installment payment
364d,,0,1,0,2004,,0,0,1,4,0,0,1,1,1,1,0,0,2,0,1,0,1,240000,240000,1,1,Installment payment
152d,,0,1,0,2005,,0,0,0,5,0,0,1,3,1,0,1,0,3,0,1,0,1,236568,236568,1,1,Installment payment
1096d,,0,1,1,2006,,0,0,1,4,0,0,0,2,0,0,1,0,3,0,0,1,3,220000,220000,1,1,Installment payment
119d,,0,1,1,2006,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,220000,220000,1,1,Installment payment
365d,,0,1,0,2001,,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,217875,217875,1,1,Installment payment
730d,,0,1,1,2006,,0,0,0,5,0,0,1,3,1,1,0,0,2,0,0,1,3,207000,207000,1,3,commission payment
375d,,0,1,0,2005,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,205000,205000,1,1,Installment payment
15d,,0,1,0,2003,,0,0,0,1,0,0,1,3,1,1,0,0,2,1,0,0,2,200440,200440,0,2,One time payment
183d,,0,1,1,2006,,0,0,0,5,0,0,1,3,1,0,1,0,3,0,1,0,1,200297,200297,1,1,Installment payment
183d,,0,1,1,2006,,0,0,0,5,0,0,1,3,1,0,1,0,3,0,1,0,1,200297,200297,1,1,Installment payment
366d,,0,1,0,2004,,0,0,1,4,0,0,0,2,0,0,0,1,1,1,0,0,2,200000,200000,1,1,Installment payment
731d,,0,1,0,2004,,0,0,1,4,0,0,0,2,0,0,1,0,3,1,0,0,2,200000,200000,1,1,Installment payment
6050d,,1,0,0,2005,,0,0,1,4,1,0,0,2,0,0,1,0,3,1,0,0,2,200000,200000,1,3,commission payment
639d,,1,0,1,2006,,1,1,0,3,1,0,0,2,1,0,1,0,3,1,0,0,2,200000,200000,1,1,Installment payment
1826d,,0,1,1,2006,,0,0,1,4,1,0,0,2,0,0,1,0,3,1,0,0,2,200000,200000,1,1,Installment payment
31d,,0,1,0,2003,,0,0,1,4,1,0,0,2,1,0,1,0,3,1,0,0,2,198000,198000,0,2,One time payment
121d,,1,0,0,2005,,1,1,0,3,1,0,0,2,1,1,0,0,2,1,0,0,2,197659,197659,1,1,Installment payment
180d,,0,1,1,2006,,0,0,0,5,0,0,1,3,1,0,1,0,3,0,1,0,1,195565,195565,1,1,Installment payment
365d,,0,1,1,2006,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,190000,190000,0,2,One time payment
730d,,0,1,0,2005,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,184500,184500,0,2,One time payment
354d,,0,1,0,2005,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,184500,184500,1,1,Installment payment
477d,,1,0,0,2002,,0,0,0,5,0,0,1,3,1,0,1,0,3,0,0,1,3,183750,183750,1,1,Installment payment
180d,,0,1,1,2006,,0,0,0,5,0,0,1,3,1,0,1,0,3,0,1,0,1,183736,183736,1,1,Installment payment
1856d,,0,1,0,2004,,0,0,1,4,0,0,0,2,0,0,1,0,3,1,0,0,2,180000,180000,1,1,Installment payment
181d,,0,1,0,2004,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,180000,180000,1,1,Installment payment
110d,,0,1,0,2004,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,180000,180000,1,1,Installment payment
558d,,0,1,0,2004,,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,180000,180000,1,1,Installment payment
