time,amount,internalization,outsourcing,if the sitting date time after 2006,year,if the buyer is a bank,export,export to OECD,if the buyer is a chinese organization,classification of the buyer,if the seller is a wholly foreign-owned company,if the seller is a wholly chinese company, if the buyer is a joint venture,classification of the seller,if the seller belongs to IT industry,if the outcome is a patent,if the outcome is a know-hnw,if the outcome with no IP,knowstyle,if the project is a R&D mission, if the project is a technical consultation,it the project is an IP exchange,classification of the contract,Turnover,money,installment,paystyle,payment method
30d,1,0,1,1,2008,1,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,4500,4500,1,1,Installment payment
31d,1,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,4500,4500,0,2,One time payment
30d,2,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,4950,4950,0,2,One time payment
14d,2,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,4956,4956,0,2,One time payment
152d,4,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,5000,5000,0,2,One time payment
10d,2,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,5000,5000,0,2,One time payment
31d,1,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,5000,5000,0,2,One time payment
92d,1,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,5100,5100,0,2,One time payment
30d,20,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,5400,5400,0,2,One time payment
30d,20,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,5400,5400,0,2,One time payment
30d,20,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,5400,5400,0,2,One time payment
29d,20,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,5400,5400,0,2,One time payment
30d,20,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,5400,5400,0,2,One time payment
30d,20,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,5400,5400,0,2,One time payment
30d,20,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,5400,5400,0,2,One time payment
29d,20,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,5400,5400,0,2,One time payment
29d,20,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,5400,5400,0,2,One time payment
30d,20,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,5400,5400,0,2,One time payment
29d,20,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,5400,5400,0,2,One time payment
29d,20,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,5400,5400,0,2,One time payment
29d,20,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,5400,5400,0,2,One time payment
60d,20,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,5400,5400,0,2,One time payment
30d,5,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,5400,5400,0,2,One time payment
31d,1,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,5400,5400,0,2,One time payment
33d,7,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,5500,5500,0,2,One time payment
29d,7,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,5500,5500,0,2,One time payment
30d,7,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,5500,5500,0,2,One time payment
30d,7,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,5500,5500,0,2,One time payment
29d,7,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,5500,5500,0,2,One time payment
40d,4,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,5600,5600,0,2,One time payment
14d,6,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,6000,6000,0,2,One time payment
14d,6,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,6000,6000,0,2,One time payment
60d,6,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,6000,6000,1,1,Installment payment
92d,6,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,6000,6000,1,1,Installment payment
90d,3,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,6000,6000,1,3,commission payment
502d,3,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,0,1,0,1,6000,6000,0,2,One time payment
364d,2,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,6000,6000,0,2,One time payment
79d,1,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,6000,6000,0,2,One time payment
30d,1,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,6000,6000,0,2,One time payment
30d,1,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,6000,6000,0,2,One time payment
30d,6,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,6300,6300,0,2,One time payment
365d,30,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,7500,7500,0,2,One time payment
364d,1,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,7600,7600,0,2,One time payment
364d,1,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,7600,7600,0,2,One time payment
364d,1,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,7600,7600,0,2,One time payment
7d,3,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,8000,8000,0,2,One time payment
30d,2,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,8000,8000,0,2,One time payment
31d,1,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,8000,8000,0,2,One time payment
182d,1,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,8064,8064,0,2,One time payment
74d,4,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,8400,8400,0,2,One time payment
29d,5,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,8475,8475,0,2,One time payment
15d,8,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,9000,9000,0,2,One time payment
14d,8,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,9000,9000,1,1,Installment payment
14d,8,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,9000,9000,0,2,One time payment
14d,8,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,9000,9000,0,2,One time payment
14d,8,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,9000,9000,0,2,One time payment
14d,8,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,9000,9000,0,2,One time payment
14d,8,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,9000,9000,0,2,One time payment
30d,6,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,9000,9000,0,2,One time payment
17d,3,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,9000,9000,0,2,One time payment
31d,2,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,9000,9000,0,2,One time payment
29d,2,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,9000,9000,0,2,One time payment
29d,1,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,9000,9000,0,2,One time payment
29d,1,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,9000,9000,1,1,Installment payment
92d,1,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,9000,9000,1,1,Installment payment
30d,3,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,9735,9735,0,2,One time payment
29d,1,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,9750,9750,0,2,One time payment
29d,5,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,10000,10000,0,2,One time payment
364d,1,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,10000,10000,0,2,One time payment
364d,1,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,10000,10000,0,2,One time payment
66d,7,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,11000,11000,1,1,Installment payment
74d,4,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,11200,11200,0,2,One time payment
31d,7,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,12000,12000,0,2,One time payment
30d,7,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,12000,12000,0,2,One time payment
31d,7,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,12000,12000,0,2,One time payment
30d,7,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,12000,12000,0,2,One time payment
31d,7,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,12000,12000,0,2,One time payment
31d,7,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,12000,12000,0,2,One time payment
30d,7,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,12000,12000,0,2,One time payment
30d,5,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,12000,12000,0,2,One time payment
30d,5,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,12000,12000,0,2,One time payment
30d,5,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,12000,12000,0,2,One time payment
29d,5,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,12000,12000,0,2,One time payment
29d,4,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,12000,12000,0,2,One time payment
30d,4,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,12000,12000,0,2,One time payment
30d,4,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,12000,12000,0,2,One time payment
29d,4,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,12000,12000,0,2,One time payment
30d,2,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,12000,12000,0,2,One time payment
29d,2,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,12000,12000,0,2,One time payment
30d,1,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,12000,12000,0,2,One time payment
30d,1,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,12000,12000,0,2,One time payment
30d,1,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,12000,12000,0,2,One time payment
29d,1,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,12000,12000,0,2,One time payment
30d,1,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,12400,12400,0,2,One time payment
30d,3,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,13000,13000,0,2,One time payment
30d,3,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,13000,13000,0,2,One time payment
31d,1,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,14000,14000,0,2,One time payment
30d,1,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,14000,14000,0,2,One time payment
29d,1,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,14124,14124,1,1,Installment payment
90d,2,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,14400,14400,1,1,Installment payment
2557d,1,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,14440,14440,0,2,One time payment
30d,4,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,15000,15000,0,2,One time payment
30d,4,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,15000,15000,0,2,One time payment
29d,4,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,15000,15000,0,2,One time payment
14d,3,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,15000,15000,1,1,Installment payment
29d,2,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,15000,15000,0,2,One time payment
30d,2,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,15000,15000,0,2,One time payment
30d,2,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,15000,15000,0,2,One time payment
32d,1,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,15000,15000,0,2,One time payment
28d,1,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,15000,15000,0,2,One time payment
30d,1,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,15000,15000,0,2,One time payment
28d,1,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,15000,15000,0,2,One time payment
29d,5,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,15255,15255,0,2,One time payment
29d,5,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,15255,15255,0,2,One time payment
29d,9,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,16000,16000,0,2,One time payment
33d,9,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,16000,16000,0,2,One time payment
29d,9,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,16000,16000,0,2,One time payment
30d,9,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,16000,16000,0,2,One time payment
30d,9,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,16000,16000,0,2,One time payment
28d,9,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,16000,16000,0,2,One time payment
29d,9,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,16000,16000,0,2,One time payment
30d,9,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,16000,16000,0,2,One time payment
30d,9,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,16000,16000,0,2,One time payment
175d,1,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,16000,16000,1,1,Installment payment
121d,6,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,16800,16800,0,2,One time payment
29d,5,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,16950,16950,0,2,One time payment
59d,4,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,17250,17250,0,2,One time payment
59d,4,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,17250,17250,0,2,One time payment
29d,4,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,17250,17250,0,2,One time payment
29d,4,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,17250,17250,0,2,One time payment
364d,1,0,1,1,2007,0,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,17600,17600,1,1,Installment payment
29d,2,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,17700,17700,0,2,One time payment
30d,6,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,18000,18000,0,2,One time payment
14d,1,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,18000,18000,0,2,One time payment
31d,54,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,19600,19600,1,1,Installment payment
121d,54,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,19600,19600,1,1,Installment payment
180d,54,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,19600,19600,1,1,Installment payment
180d,54,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,19600,19600,1,1,Installment payment
30d,5,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,20000,20000,0,2,One time payment
29d,5,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,20000,20000,0,2,One time payment
30d,5,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,20000,20000,0,2,One time payment
30d,5,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,20000,20000,0,2,One time payment
364d,3,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,20000,20000,1,1,Installment payment
30d,2,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,20000,20000,0,2,One time payment
71d,1,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,20000,20000,1,1,Installment payment
90d,1,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,20000,20000,1,1,Installment payment
364d,1,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,20000,20000,1,3,commission payment
42d,4,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,20800,20800,1,1,Installment payment
29d,2,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,21000,21000,0,2,One time payment
8d,1,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,21000,21000,1,1,Installment payment
30d,1,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,22000,22000,1,1,Installment payment
173d,1,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,23000,23000,1,1,Installment payment
365d,1,0,1,1,2010,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,24000,24000,0,2,One time payment
14d,1,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,24750,24750,1,1,Installment payment
30d,1,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,25000,25000,1,1,Installment payment
114d,6,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,25400,25400,0,2,One time payment
22d,3,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,26710,26710,0,2,One time payment
123d,6,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,28000,28000,0,2,One time payment
365d,2,0,1,1,2009,0,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,28000,28000,1,1,Installment payment
235d,54,0,1,1,2007,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,28500,28500,1,1,Installment payment
76d,9,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,29400,29400,1,1,Installment payment
44d,9,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,29400,29400,1,1,Installment payment
181d,13,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,30000,30000,0,2,One time payment
456d,7,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,30000,30000,1,1,Installment payment
398d,6,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,30000,30000,0,2,One time payment
152d,2,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,30000,30000,1,1,Installment payment
211d,2,0,1,1,2011,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,30000,30000,0,2,One time payment
31d,1,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,30000,30000,0,2,One time payment
181d,1,0,1,1,2009,0,0,0,1,4,1,0,0,2,1,1,0,0,2,1,0,0,2,30000,30000,0,2,One time payment
238d,1,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,30000,30000,1,1,Installment payment
152d,1,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,30000,30000,1,1,Installment payment
364d,1,0,1,1,2011,1,0,0,1,4,0,0,1,1,1,1,0,0,2,0,1,0,1,30000,30000,1,1,Installment payment
31d,1,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,30500,30500,1,1,Installment payment
152d,6,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,31500,31500,0,2,One time payment
30d,1,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,32000,32000,1,1,Installment payment
7d,1,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,33600,33600,0,2,One time payment
760d,3,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,1,0,0,2,35000,35000,1,1,Installment payment
364d,3,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,35000,35000,1,1,Installment payment
20d,1,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,35000,35000,1,1,Installment payment
30d,1,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,35000,35000,0,2,One time payment
29d,2,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,35400,35400,0,2,One time payment
90d,5,0,1,1,2008,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,36000,36000,1,1,Installment payment
30d,2,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,36000,36000,1,1,Installment payment
91d,2,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,36000,36000,1,1,Installment payment
91d,2,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,36000,36000,1,1,Installment payment
60d,1,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,36000,36000,0,2,One time payment
29d,1,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,36000,36000,0,2,One time payment
30d,1,0,1,1,2007,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,36000,36000,0,2,One time payment
365d,7,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,36500,36500,1,1,Installment payment
29d,1,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,37000,37000,1,1,Installment payment
396d,54,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,38000,38000,1,1,Installment payment
395d,54,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,38000,38000,1,1,Installment payment
395d,54,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,38000,38000,1,1,Installment payment
396d,54,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,38000,38000,1,1,Installment payment
394d,54,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,38000,38000,1,1,Installment payment
40d,13,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,38000,38000,1,1,Installment payment
547d,54,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,39000,39000,1,1,Installment payment
75d,54,0,1,1,2008,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,39000,39000,1,1,Installment payment
61d,54,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,39200,39200,1,1,Installment payment
61d,54,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,39200,39200,1,1,Installment payment
72d,9,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,39200,39200,1,1,Installment payment
63d,9,0,1,1,2010,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,39200,39200,1,1,Installment payment
13d,1,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,39200,39200,1,1,Installment payment
186d,54,0,1,1,2007,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,39600,39600,1,1,Installment payment
177d,54,0,1,1,2007,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,39600,39600,1,1,Installment payment
365d,8,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,1,0,0,2,1,0,0,2,40000,40000,0,2,One time payment
577d,2,0,1,1,2009,1,0,0,1,4,0,0,1,1,1,0,0,1,1,0,1,0,1,40000,40000,1,1,Installment payment
30d,1,0,1,1,2006,0,0,0,1,4,0,0,1,3,1,0,0,1,1,0,1,0,1,40000,40000,0,2,One time payment
155d,1,0,1,1,2009,0,0,0,1,4,0,0,1,3,1,1,0,0,2,0,1,0,1,40000,40000,1,1,Installment payment
364d,1,0,1,1,2010,0,0,0,1,4,1,0,0,2,1,0,0,1,1,0,1,0,1,40168,40168,0,2,One time payment
